time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-08T15:49:58.075Z,37.8218,36.5994,1.576,4.3,mwr,61,47,0.314,0.69,us,us6000jmj3,2023-04-15T21:39:48.040Z,"Central Turkey",earthquake,5.18,3.471,0.069,20,reviewed,us,us
2023-02-08T15:04:43.256Z,38.0391,36.953,10,4.3,mb,62,45,0.535,0.74,us,us6000jmhk,2023-04-15T21:39:48.040Z,"Central Turkey",earthquake,3.09,0.971,0.1,28,reviewed,us,us
2023-02-08T14:55:51.504Z,38.0396,38.5055,16.116,4.3,mb,92,37,0.648,0.41,us,us6000jmhi,2023-04-15T21:39:48.040Z,"eastern Turkey",earthquake,3.74,4.158,0.096,33,reviewed,us,us
2023-02-08T14:42:21.367Z,38.0953,36.6525,11.674,4.4,mb,96,36,0.362,0.59,us,us6000jmhg,2023-04-15T21:39:48.040Z,"15 km ENE of Göksun, Turkey",earthquake,3.14,4.428,0.087,38,reviewed,us,us
2023-02-08T14:20:24.960Z,37.9963,37.4325,5.398,5.1,mww,188,55,0.647,0.55,us,us6000jmh3,2023-04-15T21:39:47.040Z,"3 km N of Nurhak, Turkey",earthquake,3.81,3.653,0.083,14,reviewed,us,us
2023-02-08T13:22:46.806Z,37.9312,38.2283,17.226,4.1,mb,32,45,0.679,0.38,us,us6000jmgv,2023-04-15T21:39:47.040Z,"10 km S of Çelikhan, Turkey",earthquake,2.65,5.034,0.198,7,reviewed,us,us
2023-02-08T12:11:56.031Z,38.8457,37.2766,10,4.1,mb,37,46,0.802,0.54,us,us6000jmgm,2023-04-15T21:39:47.040Z,"Central Turkey",earthquake,3.51,1.936,0.185,8,reviewed,us,us
2023-02-08T11:37:21.861Z,38.0802,36.8835,10,4,mb,24,76,0.491,0.64,us,us6000jpdb,2023-04-15T21:40:10.040Z,"18 km S of Af?in, Turkey",earthquake,2.73,1.974,0.232,5,reviewed,us,us
2023-02-08T11:24:00.758Z,37.9367,37.6179,3.53,4.5,mwr,79,79,0.714,0.72,us,us6000jmgg,2023-04-15T21:39:47.040Z,"Central Turkey",earthquake,4.88,4.816,0.08,15,reviewed,us,us
2023-02-08T11:11:52.969Z,37.9389,37.6611,9.559,5.4,mww,155,44,0.743,0.66,us,us6000jmgf,2023-04-15T21:39:47.040Z,"17 km N of Gölba??, Turkey",earthquake,4.63,3.921,0.05,39,reviewed,us,us
2023-02-08T11:00:19.726Z,38.0268,37.7704,10,4.1,mwr,33,82,0.864,0.8,us,us6000jmge,2023-04-15T21:39:47.040Z,"11 km SW of Do?an?ehir, Turkey",earthquake,4.67,1.961,0.08,15,reviewed,us,us
2023-02-08T10:26:23.750Z,37.1554,37.0022,6.602,4.4,mwr,67,113,0.167,0.97,us,us6000jmg9,2023-04-15T21:39:47.040Z,"23 km E of Nurda??, Turkey",earthquake,4.22,4.353,0.093,11,reviewed,us,us
2023-02-08T09:52:11.967Z,38.0337,36.5009,10,4.4,mb,49,51,0.379,0.62,us,us6000jpcs,2023-04-15T21:40:09.040Z,"1 km NNE of Göksun, Turkey",earthquake,2.46,1.698,0.123,19,reviewed,us,us
2023-02-08T09:13:07.114Z,36.6565,36.5077,10,4.3,mb,35,137,0.762,0.48,us,us6000jpch,2024-01-18T19:19:53.259Z,"14 km SSW of A?a?? Karafak?l?, Turkey",earthquake,4.2,1.913,0.154,12,reviewed,us,us
2023-02-08T08:45:36.239Z,37.8795,37.7666,12.886,4.1,mwr,36,70,0.782,0.92,us,us6000jmg5,2023-04-15T21:39:47.040Z,"15 km NE of Gölba??, Turkey",earthquake,3.43,4.642,0.093,11,reviewed,us,us
2023-02-08T07:48:31.978Z,38.0061,36.4959,10,5,mww,102,27,0.405,0.99,us,us6000jmg1,2023-04-15T21:39:46.040Z,"1 km S of Göksun, Turkey",earthquake,4.37,1.782,0.054,33,reviewed,us,us
2023-02-08T07:23:45.800Z,36.3259,36.2434,10,4.1,mb,30,107,1.147,0.92,us,us6000jpce,2023-04-15T21:40:08.040Z,"4 km SE of Serinyol, Turkey",earthquake,4.42,1.724,0.261,4,reviewed,us,us
2023-02-08T07:20:41.894Z,36.7009,36.3794,10,4.4,mb,30,105,0.815,0.92,us,us6000jpcf,2023-04-15T21:40:08.040Z,"16 km ENE of Denizciler, Turkey",earthquake,4.23,1.92,0.24,5,reviewed,us,us
2023-02-08T06:09:00.273Z,36.2022,36.1959,10,4.5,mb,54,99,1.265,0.89,us,us6000jmfn,2023-04-15T21:39:46.040Z,"3 km E of Antakya, Turkey",earthquake,3.53,1.861,0.102,28,reviewed,us,us
2023-02-08T06:08:34.681Z,37.9558,38.313,10,4.4,mb,38,86,0.653,0.87,us,us6000jmfp,2023-04-15T21:39:46.040Z,"10 km SE of Çelikhan, Turkey",earthquake,4.58,1.922,0.178,9,reviewed,us,us
2023-02-08T05:52:37.157Z,38.0593,36.7087,10,4.2,mwr,61,46,0.416,1.29,us,us6000jmfk,2023-04-15T21:39:46.040Z,"19 km ENE of Göksun, Turkey",earthquake,3.18,1.028,0.071,19,reviewed,us,us
2023-02-08T03:01:02.184Z,37.1511,36.671,10,4.3,mb,31,111,0.398,0.51,us,us6000jmer,2023-04-15T21:39:46.040Z,"6 km WSW of Nurda??, Turkey",earthquake,2.86,1.904,0.153,12,reviewed,us,us
2023-02-08T02:55:57.054Z,37.1601,36.6433,10,4.1,mb,17,89,0.401,0.32,us,us6000jpcg,2023-04-15T21:40:09.040Z,"7 km SE of Bahçe, Turkey",earthquake,1.89,1.953,0.369,2,reviewed,us,us
2023-02-08T02:25:12.724Z,37.8759,38.1193,10,4.3,mb,63,80,1.008,0.58,us,us6000jmem,2023-04-15T21:39:46.040Z,"18 km NW of Ad?yaman, Turkey",earthquake,4.44,1.836,0.119,20,reviewed,us,us
2023-02-08T00:11:55.118Z,38.0835,37.1939,14.197,4.1,mb,33,63,0.622,0.44,us,us6000jme5,2023-04-15T21:39:45.040Z,"2 km NNE of Ekinözü, Turkey",earthquake,4.06,5.32,0.174,9,reviewed,us,us
2023-02-07T23:13:02.009Z,36.0927,35.8637,10,4.5,mb,95,54,1.527,0.93,us,us6000jmdw,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,5.53,1.873,0.064,71,reviewed,us,us
2023-02-07T22:45:27.921Z,38.0992,36.5507,6.069,4.2,mb,51,37,0.325,1.21,us,us6000jp4y,2023-04-15T21:40:07.040Z,"9 km NNE of Göksun, Turkey",earthquake,3.51,6.818,0.146,13,reviewed,us,us
2023-02-07T22:07:54.879Z,38.0663,36.5541,12.635,4.2,mb,56,45,0.357,0.58,us,us6000jp4v,2023-04-15T21:40:07.040Z,"Central Turkey",earthquake,3.17,4.898,0.118,20,reviewed,us,us
2023-02-07T21:58:54.224Z,37.4201,36.9564,12.635,4.1,mb,20,90,0.096,0.73,us,us6000jp4u,2024-01-18T19:19:42.261Z,"18 km S of Kahramanmara?, Turkey",earthquake,3.88,3.357,0.302,3,reviewed,us,us
2023-02-07T21:21:25.723Z,37.904,37.4957,3.541,4.7,mww,136,45,0.618,0.68,us,us6000jmc7,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,5.34,3.849,0.075,17,reviewed,us,us
2023-02-07T19:54:23.826Z,38.5889,39.9722,10,4.6,mwr,127,23,1.424,0.62,us,us6000jmbq,2023-04-15T21:39:45.040Z,"eastern Turkey",earthquake,2.81,1.807,0.048,42,reviewed,us,us
2023-02-07T19:13:49.620Z,38.0472,36.9204,13,4.4,mwr,96,42,0.535,0.72,us,us6000jmbj,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,3.78,1.727,0.06,27,reviewed,us,us
2023-02-07T19:08:24.810Z,37.9172,42.8093,3.523,4.4,mb,63,72,0.441,0.72,us,us6000jp50,2023-04-15T21:40:07.040Z,"14 km E of Gökbudak, Turkey",earthquake,2.9,4.318,0.092,39,reviewed,us,us
2023-02-07T18:14:08.571Z,37.8659,38.2929,26.793,4.4,mb,49,60,0.597,0.68,us,us6000jp5e,2023-04-15T21:40:08.040Z,"11 km N of Ad?yaman, Turkey",earthquake,4.21,4.996,0.138,17,reviewed,us,us
2023-02-07T18:09:59.860Z,37.9358,36.6013,17.857,5.3,mww,165,26,0.409,0.61,us,us6000jmat,2023-04-15T21:39:45.040Z,"Central Turkey",earthquake,4.64,2.021,0.093,11,reviewed,us,us
2023-02-07T17:53:50.882Z,38.0002,36.4438,8.524,4.2,mb,71,35,0.407,0.68,us,us6000jp4m,2023-04-15T21:40:07.040Z,"5 km WSW of Göksun, Turkey",earthquake,3.2,4.683,0.098,34,reviewed,us,us
2023-02-07T17:38:00.327Z,37.8896,37.6276,16.287,4.2,mb,32,102,0.79,0.97,us,us6000jmar,2023-04-15T21:39:44.040Z,"Central Turkey",earthquake,3.95,4.841,0.141,15,reviewed,us,us
2023-02-07T16:54:31.685Z,37.9421,37.323,17.033,4.1,mb,26,74,0.55,1.18,us,us6000jp57,2023-04-15T21:40:07.040Z,"10 km WSW of Nurhak, Turkey",earthquake,2.92,4.662,0.234,5,reviewed,us,us
2023-02-07T16:53:27.462Z,36.0086,35.9967,10,4.2,mb,22,120,1.517,0.88,us,us6000jp56,2023-04-15T21:40:07.040Z,"Central Turkey",earthquake,2.19,1.919,0.305,3,reviewed,us,us
2023-02-07T15:48:54.123Z,37.9939,36.4771,11.132,5,mww,138,22,0.415,0.61,us,us6000jm96,2023-04-15T21:39:44.040Z,"3 km SSW of Göksun, Turkey",earthquake,5.2,3.312,0.062,25,reviewed,us,us
2023-02-07T15:31:28.295Z,37.3758,37.1447,10,4.7,mwr,126,34,0.21,0.64,us,us6000jm95,2023-04-15T21:39:44.040Z,"18 km SW of Pazarc?k, Turkey",earthquake,5.54,1.867,0.063,24,reviewed,us,us
2023-02-07T14:23:17.029Z,38.0426,36.5803,10,4.4,mb,53,41,0.386,0.8,us,us6000jp4j,2023-04-15T21:40:07.040Z,"7 km ENE of Göksun, Turkey",earthquake,1.86,1.872,0.13,17,reviewed,us,us
2023-02-07T13:36:41.353Z,36.0984,35.8449,10,4.5,mb,81,70,1.532,0.91,us,us6000jm84,2023-04-15T21:39:44.040Z,"17 km WSW of Uzunba?, Turkey",earthquake,4.45,1.802,0.084,41,reviewed,us,us
2023-02-07T12:07:03.774Z,38.2171,38.263,15.409,4.5,mb,93,26,0.892,0.54,us,us6000jm7q,2023-04-15T21:39:43.040Z,"8 km S of Ye?ilyurt, Turkey",earthquake,3.77,4.057,0.071,59,reviewed,us,us
2023-02-07T11:01:11.695Z,37.9808,37.6619,3.759,4.4,mb,97,51,0.768,0.47,us,us6000jp4b,2023-04-15T21:40:07.040Z,"19 km E of Nurhak, Turkey",earthquake,4.92,3.872,0.069,62,reviewed,us,us
2023-02-07T10:57:45.760Z,37.8906,36.6707,10,4.1,mwr,65,44,0.403,0.71,us,us6000jp48,2023-04-15T21:40:07.040Z,"21 km SE of Göksun, Turkey",earthquake,3.49,1.86,0.089,12,reviewed,us,us
2023-02-07T10:56:29.905Z,37.8696,36.6642,8.656,4.5,mb,68,68,0.384,0.7,us,us6000jm7k,2023-04-15T21:39:43.040Z,"Central Turkey",earthquake,6.72,5.002,0.083,44,reviewed,us,us
2023-02-07T10:37:17.535Z,36.0958,35.9441,10,4.6,mb,84,71,1.48,0.61,us,us6000jp45,2023-04-15T21:40:07.040Z,"9 km WSW of Uzunba?, Turkey",earthquake,5.14,1.865,0.091,36,reviewed,us,us
2023-02-07T10:27:32.024Z,38.3061,38.1915,16.052,4.6,mb,120,42,0.997,0.38,us,us6000jm7h,2023-04-15T21:39:43.040Z,"eastern Turkey",earthquake,4.51,3.721,0.058,91,reviewed,us,us
2023-02-07T10:18:14.589Z,38.0164,38.57,12.988,5.3,mww,204,29,0.608,0.54,us,us6000jm7f,2023-04-15T21:39:43.040Z,"4 km WSW of Sincik, Turkey",earthquake,5.21,3.31,0.065,23,reviewed,us,us
2023-02-07T10:07:18.238Z,37.5226,37.1468,10.944,4.2,mb,65,47,0.197,0.49,us,us6000jp54,2023-04-15T21:40:07.040Z,"14 km WNW of Pazarc?k, Turkey",earthquake,5.6,3.328,0.082,43,reviewed,us,us
2023-02-07T09:53:31.468Z,38.1471,36.3693,20.355,4.2,mb,45,53,0.263,0.43,us,us6000jp42,2023-04-15T21:40:06.040Z,"17 km NW of Göksun, Turkey",earthquake,3.73,1.655,0.118,22,reviewed,us,us
2023-02-07T08:25:46.610Z,37.8817,37.528,10,4.2,mwr,63,56,0.624,0.78,us,us6000jm71,2023-04-15T21:39:43.040Z,"11 km SE of Nurhak, Turkey",earthquake,5.01,1.877,0.083,14,reviewed,us,us
2023-02-07T08:18:11.763Z,38.1372,38.537,15.974,4.3,mb,32,76,0.731,0.66,us,us6000jp3z,2023-04-15T21:40:06.040Z,"13 km NNW of Sincik, Turkey",earthquake,3.45,5.357,0.265,6,reviewed,us,us
2023-02-07T07:54:23.648Z,36.5768,36.4539,10,4.3,mb,35,56,0.849,0.96,us,us6000jm6x,2023-04-15T21:39:43.040Z,"12 km NE of K?r?khan, Turkey",earthquake,4.98,1.912,0.217,6,reviewed,us,us
2023-02-07T07:45:06.565Z,36.8855,36.6006,10,4.2,mb,31,104,0.565,0.81,us,us6000jp49,2023-04-15T21:40:07.040Z,"12 km NE of Hassa, Turkey",earthquake,3.14,1.803,0.305,3,reviewed,us,us
2023-02-07T07:26:36.313Z,38.0311,37.5813,16.18,4.4,mb,66,65,0.753,1.05,us,us6000jm6v,2024-01-18T19:19:28.823Z,"14 km ENE of Nurhak, Turkey",earthquake,2.98,4.552,0.127,18,reviewed,us,us
2023-02-07T07:11:15.008Z,38.0971,38.6398,9.063,5.4,mww,135,29,1.464,0.72,us,us6000jm6p,2023-04-15T21:39:43.040Z,"7 km NNE of Sincik, Turkey",earthquake,2.08,3.088,0.053,34,reviewed,us,us
2023-02-07T06:48:51.697Z,38.3144,37.5808,5.787,4.5,mwr,79,39,0.919,0.64,us,us6000jm6b,2023-04-15T21:39:42.040Z,"26 km SSE of Darende, Turkey",earthquake,3.17,4.163,0.069,20,reviewed,us,us
2023-02-07T06:40:53.780Z,38.0342,36.455,6.359,4.5,mwr,55,44,0.374,0.49,us,us6000jm69,2023-04-15T21:39:42.040Z,"3 km WNW of Göksun, Turkey",earthquake,3.12,5.179,0.068,21,reviewed,us,us
2023-02-07T06:26:11.987Z,37.3357,36.8762,7.505,4.2,mb,23,150,0.17,0.4,us,us6000jp3v,2023-04-15T21:40:06.040Z,"22 km NE of Nurda??, Turkey",earthquake,2.38,5.007,0.187,8,reviewed,us,us
2023-02-07T06:15:23.256Z,38.0668,38.1413,17.718,4.1,mb,31,65,0.825,0.38,us,us6000jp3w,2023-04-15T21:40:06.040Z,"9 km WNW of Çelikhan, Turkey",earthquake,4.45,4.852,0.145,13,reviewed,us,us
2023-02-07T05:26:30.941Z,36.1531,36.3488,13.661,4.4,mwr,66,124,1.23,0.46,us,us6000jm63,2023-04-15T21:39:42.040Z,"Turkey-Syria border region",earthquake,4.79,4.611,0.069,20,reviewed,us,us
2023-02-07T04:42:03.194Z,36.8131,36.6306,10,4.4,mb,59,57,0.586,0.77,us,us6000jm5v,2023-04-15T21:39:42.040Z,"7 km ENE of A?a?? Karafak?l?, Turkey",earthquake,4.32,1.873,0.115,22,reviewed,us,us
2023-02-07T04:07:57.801Z,37.7181,37.4217,10,4.1,mb,24,87,0.466,0.62,us,us6000jp3l,2023-04-15T21:40:06.040Z,"Kahramanmaras Earthquake Sequence",earthquake,3.36,1.483,0.214,6,reviewed,us,us
2023-02-07T03:58:56.236Z,37.507,37.227,10,4.2,mwr,37,89,0.26,0.77,us,us6000jp3k,2023-04-15T21:40:06.040Z,"6 km WNW of Pazarc?k, Turkey",earthquake,4.34,1.836,0.069,20,reviewed,us,us
2023-02-07T03:37:00.334Z,36.2678,36.2151,10,4.3,mb,49,81,1.205,0.64,us,us6000jm5j,2023-04-15T21:39:42.040Z,"2 km SSE of Büyük Dalyan, Turkey",earthquake,2.6,1.863,0.133,16,reviewed,us,us
2023-02-07T03:30:01.492Z,37.748,37.6323,10,4.3,mb,54,78,0.63,1.04,us,us6000jp3x,2023-04-15T21:40:06.040Z,"3 km S of Gölba??, Turkey",earthquake,1.3,1.913,0.147,13,reviewed,us,us
2023-02-07T03:16:16.365Z,37.6089,37.3755,10,4.6,mb,42,99,0.392,0.56,us,us6000jp3y,2023-04-15T21:40:06.040Z,"15 km NNE of Pazarc?k, Turkey",earthquake,1.51,1.946,0.122,20,reviewed,us,us
2023-02-07T03:13:12.754Z,37.7639,37.7309,10,5.5,mww,136,45,0.722,0.58,us,us6000jm5e,2023-04-15T21:39:42.040Z,"8 km ESE of Gölba??, Turkey",earthquake,5.01,1.719,0.062,25,reviewed,us,us
2023-02-07T03:08:57.248Z,37.917,37.6406,10,4.8,mwr,102,55,0.717,0.73,us,us6000jm5c,2023-04-18T21:46:04.040Z,"14 km N of Gölba??, Turkey",earthquake,4.88,1.854,0.057,30,reviewed,us,us
2023-02-07T03:02:54.008Z,37.3373,37.1197,10,4.3,mb,24,76,0.18,0.65,us,us6000jm5a,2023-04-15T21:39:42.040Z,"23 km SW of Pazarc?k, Turkey",earthquake,3.71,1.643,0.178,9,reviewed,us,us
2023-02-07T02:53:29.007Z,38.0387,36.5733,10,4.4,mb,63,48,0.388,0.38,us,us6000jm57,2023-04-15T21:39:42.040Z,"6 km ENE of Göksun, Turkey",earthquake,3.61,1.861,0.12,20,reviewed,us,us
2023-02-07T02:47:37.074Z,35.9675,35.9849,10,4.7,mwr,109,47,1.555,0.88,us,us6000jm55,2023-04-15T21:39:42.040Z,"10 km NW of Yaylada??, Turkey",earthquake,5.33,1.839,0.068,21,reviewed,us,us
2023-02-07T02:43:27.973Z,38.1044,36.9078,10,4.4,mb,41,45,0.961,0.75,us,us6000jm54,2023-04-15T21:39:42.040Z,"15 km S of Af?in, Turkey",earthquake,2.64,1.885,0.134,16,reviewed,us,us
2023-02-07T02:39:03.939Z,38.6041,37.5154,15.268,4.2,mb,36,64,1.328,0.64,us,us6000jm53,2023-04-15T21:39:42.040Z,"6 km N of Darende, Turkey",earthquake,4.04,5.081,0.167,10,reviewed,us,us
2023-02-07T02:28:20.753Z,38.0265,37.5093,10,4.1,mb,30,118,0.71,0.8,us,us6000jp53,2023-04-15T21:40:07.040Z,"9 km NE of Nurhak, Turkey",earthquake,3.75,1.925,0.214,6,reviewed,us,us
2023-02-07T01:34:29.191Z,37.4326,37.0521,10,4.4,mb,46,111,0.141,0.76,us,us6000jm4x,2023-04-15T21:39:41.040Z,"20 km SSE of Kahramanmara?, Turkey",earthquake,5.7,1.928,0.123,19,reviewed,us,us
2023-02-07T01:32:00.826Z,38.0152,36.5543,10,4.4,mb,31,56,0.406,0.55,us,us6000jp3g,2023-04-15T21:40:06.040Z,"5 km E of Göksun, Turkey",earthquake,3.9,1.9,0.169,10,reviewed,us,us
2023-02-07T01:29:18.918Z,38.0903,36.7693,10,4.2,mb,62,36,0.42,0.78,us,us6000jm4r,2023-04-15T21:39:41.040Z,"21 km SW of Af?in, Turkey",earthquake,2.41,1.897,0.121,19,reviewed,us,us
2023-02-07T01:18:07.375Z,38.0195,36.4624,10,4.3,mb,23,66,0.389,0.89,us,us6000jp3f,2023-04-15T21:40:06.040Z,"3 km W of Göksun, Turkey",earthquake,1.3,1.928,0.201,7,reviewed,us,us
2023-02-07T00:20:16.237Z,37.8431,36.6148,10,4.2,mb,53,34,0.339,0.74,us,us6000jp3d,2023-04-15T21:40:06.040Z,"22 km SSE of Göksun, Turkey",earthquake,3.52,1.635,0.112,22,reviewed,us,us
2023-02-06T23:29:14.993Z,35.6037,35.3598,10.855,4.5,mwr,81,43,1.779,0.56,us,us6000jm3x,2023-04-15T21:39:41.040Z,"39 km WNW of Latakia, Syria",earthquake,5.02,2.721,0.08,15,reviewed,us,us
2023-02-06T23:13:30.166Z,37.9846,37.404,10,4.2,mwr,40,68,0.623,0.76,us,us6000jnv4,2023-04-15T21:40:04.040Z,"3 km NW of Nurhak, Turkey",earthquake,2.47,1.001,0.08,15,reviewed,us,us
2023-02-06T22:55:27.276Z,37.9341,36.6247,11.221,4,mb,33,74,0.417,0.67,us,us6000jnv2,2023-04-15T21:40:04.040Z,"14 km SE of Göksun, Turkey",earthquake,2.31,5.325,0.15,12,reviewed,us,us
2023-02-06T22:44:54.848Z,38.0613,36.5637,13.174,4.2,mb,26,75,0.364,0.42,us,us6000jnv1,2023-04-15T21:40:04.040Z,"7 km NE of Göksun, Turkey",earthquake,2.3,1.306,0.199,7,reviewed,us,us
2023-02-06T22:29:39.343Z,38.0473,36.4145,6.86,4.1,mwr,100,28,0.359,0.51,us,us6000jm3n,2023-04-15T21:39:41.040Z,"7 km WNW of Göksun, Turkey",earthquake,3.52,4.506,0.083,14,reviewed,us,us
2023-02-06T22:26:17.724Z,37.9513,37.4756,5.481,4.2,mwr,62,68,0.638,0.73,us,us6000jm3l,2023-04-15T21:39:41.040Z,"3 km ESE of Nurhak, Turkey",earthquake,5.14,4.613,0.073,18,reviewed,us,us
2023-02-06T22:11:36.032Z,38.1918,38.1778,8.296,4.4,mwr,74,71,0.906,0.81,us,us6000jm3f,2023-04-15T21:39:41.040Z,"eastern Turkey",earthquake,3.01,4.378,0.078,16,reviewed,us,us
2023-02-06T22:09:51.889Z,38.0814,36.8993,10.236,4.1,mb,33,67,0.499,0.67,us,us6000jnuw,2023-04-15T21:40:04.040Z,"18 km S of Af?in, Turkey",earthquake,2.75,6.787,0.165,10,reviewed,us,us
2023-02-06T21:57:43.529Z,38.032,36.5882,9.855,4.7,mwr,166,27,0.398,0.58,us,us6000jm3c,2023-04-15T21:39:40.040Z,"8 km E of Göksun, Turkey",earthquake,5.55,1.946,0.053,34,reviewed,us,us
2023-02-06T21:15:18.245Z,38.072,37.034,10.235,4.9,mwr,135,47,0.589,0.66,us,us6000jm30,2023-04-15T21:39:40.040Z,"13 km W of Ekinözü, Turkey",earthquake,4.77,3.056,0.052,35,reviewed,us,us
2023-02-06T21:02:06.978Z,36.7444,36.4904,19.625,4.5,mb,80,68,0.717,0.78,us,us6000jm2x,2023-04-15T21:39:40.040Z,"6 km SSW of Hassa, Turkey",earthquake,4.85,4.269,0.076,50,reviewed,us,us
2023-02-06T20:54:01.125Z,37.9263,36.4655,10,4.4,mb,28,62,0.359,1.12,us,us6000jnvx,2023-04-15T21:40:05.040Z,"Central Turkey",earthquake,3.07,1.916,0.17,11,reviewed,us,us
2023-02-06T20:53:24.379Z,38.2106,38.2511,10,4.8,mwr,115,32,0.891,0.9,us,us6000jm2v,2023-04-15T21:39:40.040Z,"9 km S of Ye?ilyurt, Turkey",earthquake,4.01,1.805,0.083,14,reviewed,us,us
2023-02-06T20:45:42.200Z,36.1512,36.1819,10,4.3,mb,28,99,1.312,0.55,us,us6000jnw4,2023-04-15T21:40:05.040Z,"2 km SE of Dursunlu, Turkey",earthquake,3.94,1.909,0.187,8,reviewed,us,us
2023-02-06T20:44:00.230Z,38.0063,36.5773,10,4.8,mwr,93,30,0.419,0.67,us,us6000jm2t,2023-04-15T21:39:40.040Z,"Central Turkey",earthquake,2.29,1.795,0.063,24,reviewed,us,us
2023-02-06T20:40:06.434Z,38.2636,37.9916,10,4.9,mb,44,68,1.052,0.76,us,us6000jnut,2024-01-18T19:19:20.916Z,"8 km SSE of Ak?ada?, Turkey",earthquake,3.2,1.839,0.112,25,reviewed,us,us
2023-02-06T20:37:51.879Z,37.2507,37.0859,10,5.3,mww,137,34,0.126,0.76,us,us6000jm2r,2023-04-15T21:39:40.040Z,"32 km SW of Pazarc?k, Turkey",earthquake,2.81,1.754,0.071,19,reviewed,us,us
2023-02-06T20:23:12.615Z,38.0887,38.6825,10,4.1,mwr,36,62,0.656,0.73,us,us6000jnur,2023-04-15T21:40:04.040Z,"8 km NE of Sincik, Turkey",earthquake,5.08,1.924,0.093,11,reviewed,us,us
2023-02-06T20:14:11.184Z,37.9649,36.479,6.59,4.3,mb,55,46,0.399,0.73,us,us6000jm2k,2023-04-15T21:39:40.040Z,"6 km SSW of Göksun, Turkey",earthquake,4.35,3.494,0.111,23,reviewed,us,us
2023-02-06T20:11:49.233Z,37.8934,37.6383,14.754,4.3,mb,45,90,0.702,0.9,us,us6000jnuq,2023-04-15T21:40:03.040Z,"Central Turkey",earthquake,4.9,5.204,0.177,9,reviewed,us,us
2023-02-06T20:05:35.045Z,38.0339,36.3096,10,4.8,mwr,91,35,0.382,0.83,us,us6000jm29,2023-04-15T21:39:40.040Z,"Adana, Turkey",earthquake,4.33,1.81,0.06,27,reviewed,us,us
2023-02-06T19:49:40.242Z,38.0947,36.6422,10,4.2,mwr,56,31,0.358,0.61,us,us6000jm28,2024-01-18T19:19:19.424Z,"15 km ENE of G?ksun, Turkey",earthquake,2.92,1.912,0.069,20,reviewed,us,us
2023-02-06T19:40:16.799Z,38.0516,38.1927,9.27,4.4,mwr,109,39,0.787,0.71,us,us6000jm2a,2023-04-15T21:39:40.040Z,"4 km NW of Çelikhan, Turkey",earthquake,5.7,4.397,0.071,19,reviewed,us,us
2023-02-06T19:35:50.641Z,37.4801,37.1528,10,4.2,mwr,69,49,0.311,0.69,us,us6000jm21,2023-04-15T21:39:40.040Z,"13 km W of Pazarc?k, Turkey",earthquake,5.61,1.837,0.068,21,reviewed,us,us
2023-02-06T19:30:59.475Z,38.0086,37.2784,10,4.4,mb,70,80,0.786,0.68,us,us6000jm1z,2023-04-15T21:39:40.040Z,"9 km SE of Ekinözü, Turkey",earthquake,5.66,1.79,0.092,34,reviewed,us,us
2023-02-06T19:25:01.538Z,37.8505,36.6645,10,4.5,mb,36,44,0.37,0.8,us,us6000jnuz,2023-04-15T21:40:04.040Z,"23 km SE of Göksun, Turkey",earthquake,4.6,1.422,0.156,12,reviewed,us,us
2023-02-06T19:15:47.865Z,37.989,36.3922,10,4.2,mwr,49,36,0.41,1.09,us,us6000jm1w,2023-04-15T21:39:39.040Z,"Central Turkey",earthquake,2.19,1.88,0.065,23,reviewed,us,us
2023-02-06T19:12:31.181Z,38.0322,37.3231,10,4.1,mb,34,70,0.805,0.71,us,us6000jnuy,2023-04-15T21:40:04.040Z,"12 km ESE of Ekinözü, Turkey",earthquake,3.37,1.658,0.197,7,reviewed,us,us
2023-02-06T18:55:52.597Z,37.9398,38.1889,10,4.2,mb,19,91,0.707,0.82,us,us6000jnux,2023-04-15T21:40:04.040Z,"10 km SSW of Çelikhan, Turkey",earthquake,3.59,1.936,0.529,1,reviewed,us,us
2023-02-06T18:51:18.887Z,36.9819,36.8786,10,4.3,mb,41,57,0.326,0.67,us,us6000jnuk,2023-04-15T21:40:03.040Z,"11 km NNW of Musabeyli, Turkey",earthquake,3.85,1.622,0.16,11,reviewed,us,us
2023-02-06T18:49:54.341Z,36.9291,36.7256,10,4.1,mb,20,196,0.457,1,us,us6000jnw9,2023-04-15T21:40:05.040Z,"17 km WNW of Musabeyli, Turkey",earthquake,4.58,1.938,0.213,6,reviewed,us,us
2023-02-06T18:03:53.807Z,37.9781,36.4456,10,5.2,mww,119,20,0.405,0.76,us,us6000jm1p,2024-01-18T19:19:16.453Z,"6 km SW of G?ksun, Turkey",earthquake,4.96,1.324,0.098,10,reviewed,us,us
2023-02-06T18:02:44.660Z,38.1022,36.5286,10,4.4,mb,59,46,0.317,0.77,us,us6000jm1n,2023-04-15T21:39:39.040Z,"9 km NNE of Göksun, Turkey",earthquake,5.14,1.893,0.098,30,reviewed,us,us
